cnty	ProvinceState	CountryRegion	reportdt	latfill	longfill	confirmed	deaths	recovered
"Martin"	"Kentucky"	"US"	"2020-03-22"	38.970651420000000	0E-15	0	0	0
"Pickett"	"Tennessee"	"US"	"2020-03-22"	36.556065290000000	0E-15	0	0	0
"Gage"	"Nebraska"	"US"	"2020-03-23"	42.899727400000000	0E-15	0	0	0
"Steele"	"Minnesota"	"US"	"2020-03-30"	48.777541060000000	0E-15	6	0	0
"Charles Mix"	"South Dakota"	"US"	"2020-03-31"	45.770749150000000	-96.655782800000000	1	0	0
"Douglas"	"Nebraska"	"US"	"2020-03-26"	42.899727400000000	0E-15	44	0	0
"Harding"	"South Dakota"	"US"	"2020-03-24"	45.770749150000000	-96.655782800000000	0	0	0
"Barrow"	"Georgia"	"US"	"2020-03-23"	34.913691880000000	0E-15	1	0	0
"West Carroll"	"Louisiana"	"US"	"2020-03-26"	32.831210590000000	0E-15	0	0	0
"Isle of Wight"	"Virginia"	"US"	"2020-03-26"	39.201725820000000	0E-15	2	0	0
"Robertson"	"Texas"	"US"	"2020-03-26"	36.278291050000000	-93.744088130000000	1	0	0
"Duchesne"	"Utah"	"US"	"2020-03-26"	41.723305870000000	0E-15	0	0	0
"Lincoln"	"Kentucky"	"US"	"2020-03-26"	38.970651420000000	0E-15	0	0	0
"Monterey"	"California"	"US"	"2020-03-31"	41.742282750000000	0E-15	40	1	0
"Franklin"	"Vermont"	"US"	"2020-03-22"	44.856276050000000	0E-15	2	0	0
"Baker"	"Florida"	"US"	"2020-03-27"	30.867474790000000	0E-15	7	0	0
"Hampshire"	"West Virginia"	"US"	"2020-03-27"	40.519438590000000	-77.860141470000000	0	0	0
"Osage"	"Oklahoma"	"US"	"2020-03-22"	36.835326550000000	0E-15	0	0	0
"Yuma"	"Arizona"	"US"	"2020-03-26"	35.838834290000000	0E-15	4	0	0
"Gwinnett"	"Georgia"	"US"	"2020-03-23"	34.913691880000000	0E-15	34	1	0
"Auglaize"	"Ohio"	"US"	"2020-03-28"	41.708603320000000	-80.748302180000000	1	0	0
"Custer"	"Idaho"	"US"	"2020-04-01"	48.766847610000000	-111.205677300000000	2	0	0
"Greensville"	"Virginia"	"US"	"2020-03-28"	39.201725820000000	0E-15	0	0	0
"Greene"	"Illinois"	"US"	"2020-03-23"	42.365423730000000	0E-15	0	0	0
"Mathews"	"Virginia"	"US"	"2020-03-30"	39.201725820000000	0E-15	2	0	0
"Acadia"	"Louisiana"	"US"	"2020-03-26"	32.831210590000000	0E-15	3	0	0
"Jim Hogg"	"Texas"	"US"	"2020-03-25"	36.278291050000000	-93.744088130000000	0	0	0
"Gregory"	"South Dakota"	"US"	"2020-03-30"	45.770749150000000	-96.655782800000000	0	0	0
"District of Columbia"	"District of Columbia"	"US"	"2020-03-29"	38.904177730000000	-77.016559920000000	342	5	0
"Vilas"	"Wisconsin"	"US"	"2020-03-29"	46.528687680000000	0E-15	2	0	0
"Yates"	"New York"	"US"	"2020-03-26"	44.745309050000000	0E-15	0	0	0
"Lancaster"	"Virginia"	"US"	"2020-03-26"	39.201725820000000	0E-15	0	0	0
"Cass"	"Illinois"	"US"	"2020-03-24"	42.365423730000000	0E-15	0	0	0
"Madison"	"North Carolina"	"US"	"2020-03-25"	36.493608620000000	0E-15	0	0	0
"Wicomico"	"Maryland"	"US"	"2020-03-25"	39.623576280000000	0E-15	4	0	0
"Baldwin"	"Alabama"	"US"	"2020-03-22"	34.901718750000000	0E-15	2	0	0
"Buffalo"	"South Dakota"	"US"	"2020-03-29"	45.770749150000000	-96.655782800000000	0	0	0
"Guthrie"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	0	0	0
"Covington"	"Virginia"	"US"	"2020-04-01"	39.201725820000000	0E-15	1	0	0
"Clay"	"Nebraska"	"US"	"2020-03-25"	42.899727400000000	0E-15	0	0	0
"Pueblo"	"Colorado"	"US"	"2020-03-28"	40.875954120000000	0E-15	6	1	0
"Lassen"	"California"	"US"	"2020-03-28"	41.742282750000000	0E-15	0	0	0
"Grant"	"Washington"	"US"	"2020-04-01"	48.822279760000000	0E-15	63	1	0
"Van Buren"	"Arkansas"	"US"	"2020-04-03"	36.381771050000000	0E-15	20	0	0
"Alexandria"	"Virginia"	"US"	"2020-03-22"	39.201725820000000	0E-15	5	0	0
"Lamar"	"Texas"	"US"	"2020-03-28"	36.278291050000000	-93.744088130000000	1	0	0
"Red Willow"	"Nebraska"	"US"	"2020-03-26"	42.899727400000000	0E-15	0	0	0
"Iredell"	"North Carolina"	"US"	"2020-03-29"	36.493608620000000	0E-15	21	0	0
"Knox"	"Ohio"	"US"	"2020-04-01"	41.708603320000000	-80.748302180000000	4	0	0
"Marion"	"Alabama"	"US"	"2020-03-30"	34.901718750000000	0E-15	10	0	0
"Okeechobee"	"Florida"	"US"	"2020-03-22"	30.867474790000000	0E-15	0	0	0
(null)	(null)	"Bahamas"	"2020-03-27"	25.025885000000000	-78.035889000000000	10	0	1
"Grady"	"Oklahoma"	"US"	"2020-03-30"	36.835326550000000	0E-15	3	0	0
"Antrim"	"Michigan"	"US"	"2020-03-31"	47.631976530000000	0E-15	3	0	0
"Conejos"	"Colorado"	"US"	"2020-03-25"	40.875954120000000	0E-15	0	0	0
(null)	"Alabama"	"US"	"2020-03-19"	32.318200000000000	-86.902300000000000	78	0	0
"Crockett"	"Tennessee"	"US"	"2020-03-29"	36.556065290000000	0E-15	0	0	0
"Meeker"	"Minnesota"	"US"	"2020-03-27"	48.777541060000000	0E-15	0	0	0
"Sauk"	"Wisconsin"	"US"	"2020-03-26"	46.528687680000000	0E-15	7	0	0
(null)	(null)	"Oman"	"2020-03-10"	21.473500000000000	57.000000000000000	54	0	27
"Allegany"	"New York"	"US"	"2020-03-31"	44.745309050000000	0E-15	9	1	0
"Ulster"	"New York"	"US"	"2020-03-31"	44.745309050000000	0E-15	207	0	0
(null)	(null)	"Oman"	"2020-02-26"	21.473500000000000	57.000000000000000	12	0	0
"Eau Claire"	"Wisconsin"	"US"	"2020-03-25"	46.528687680000000	0E-15	5	0	0
"Greene"	"Tennessee"	"US"	"2020-03-26"	36.556065290000000	0E-15	8	0	0
"Walla Walla"	"Washington"	"US"	"2020-04-01"	48.822279760000000	0E-15	7	0	0
"Sequatchie"	"Tennessee"	"US"	"2020-03-23"	36.556065290000000	0E-15	0	0	0
"Lyman"	"South Dakota"	"US"	"2020-04-03"	45.770749150000000	-96.655782800000000	1	0	0
"Des Moines"	"Iowa"	"US"	"2020-03-26"	43.381078620000000	0E-15	1	0	0
"Johnson"	"Wyoming"	"US"	"2020-03-29"	44.790489130000000	-104.353474300000000	5	0	0
"Sullivan"	"New York"	"US"	"2020-03-24"	44.745309050000000	0E-15	23	0	0
"Gaines"	"Texas"	"US"	"2020-03-28"	36.278291050000000	-93.744088130000000	1	0	0
"Jackson"	"North Carolina"	"US"	"2020-04-02"	36.493608620000000	0E-15	1	0	0
"St. Lawrence"	"New York"	"US"	"2020-03-29"	44.745309050000000	0E-15	12	0	0
"Hampden"	"Massachusetts"	"US"	"2020-03-22"	42.668762600000000	0E-15	12	0	0
"Baxter"	"Arkansas"	"US"	"2020-03-23"	36.381771050000000	0E-15	0	0	0
"Spartanburg"	"South Carolina"	"US"	"2020-03-30"	35.051222510000000	-78.995552930000000	30	0	0
"Douglas"	"Missouri"	"US"	"2020-03-26"	40.479455880000000	0E-15	0	0	0
"Lebanon"	"Pennsylvania"	"US"	"2020-03-26"	41.992538290000000	-75.032081060000000	4	0	0
"Garfield"	"Colorado"	"US"	"2020-03-26"	40.875954120000000	0E-15	16	0	0
"Cecil"	"Maryland"	"US"	"2020-03-24"	39.623576280000000	0E-15	3	0	0
"Freestone"	"Texas"	"US"	"2020-03-23"	36.278291050000000	-93.744088130000000	0	0	0
"Greenup"	"Kentucky"	"US"	"2020-03-26"	38.970651420000000	0E-15	0	0	0
"Howard"	"Nebraska"	"US"	"2020-03-24"	42.899727400000000	0E-15	0	0	0
"Polk"	"Oregon"	"US"	"2020-03-26"	45.997128890000000	-117.183537999999980	6	0	0
"Marquette"	"Michigan"	"US"	"2020-04-01"	47.631976530000000	0E-15	4	0	0
"Chippewa"	"Minnesota"	"US"	"2020-03-26"	48.777541060000000	0E-15	0	0	0
"Brooks"	"Texas"	"US"	"2020-03-22"	36.278291050000000	-93.744088130000000	0	0	0
(null)	"Quebec"	"Canada"	"2020-03-19"	52.939900000000000	-73.549100000000000	121	1	0
"Morris"	"Texas"	"US"	"2020-03-28"	36.278291050000000	-93.744088130000000	1	0	0
"Randolph"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	1	0	0
"Clare"	"Michigan"	"US"	"2020-03-28"	47.631976530000000	0E-15	1	0	0
"Floyd"	"Georgia"	"US"	"2020-03-24"	34.913691880000000	0E-15	11	1	0
"Garfield"	"Oklahoma"	"US"	"2020-03-29"	36.835326550000000	0E-15	2	0	0
"Oconto"	"Wisconsin"	"US"	"2020-03-31"	46.528687680000000	0E-15	1	0	0
"Turner"	"Georgia"	"US"	"2020-04-03"	34.913691880000000	0E-15	12	0	0
(null)	"Arizona"	"US"	"2020-01-29"	33.729800000000000	-111.431200000000000	1	0	0
"Ritchie"	"West Virginia"	"US"	"2020-03-28"	40.519438590000000	-77.860141470000000	0	0	0
"Cherokee"	"Georgia"	"US"	"2020-03-30"	34.913691880000000	0E-15	61	1	0
"Culberson"	"Texas"	"US"	"2020-03-24"	36.278291050000000	-93.744088130000000	0	0	0
"Randolph"	"North Carolina"	"US"	"2020-04-03"	36.493608620000000	0E-15	19	1	0
"Harding"	"New Mexico"	"US"	"2020-03-26"	36.605697020000000	-103.346887599999990	0	0	0
"St. James"	"Louisiana"	"US"	"2020-04-01"	32.831210590000000	0E-15	86	4	0
"Rockcastle"	"Kentucky"	"US"	"2020-03-28"	38.970651420000000	0E-15	0	0	0
"Tattnall"	"Georgia"	"US"	"2020-03-31"	34.913691880000000	0E-15	2	0	0
"Northampton"	"Pennsylvania"	"US"	"2020-03-28"	41.992538290000000	-75.032081060000000	94	4	0
(null)	(null)	"Guadeloupe"	"2020-03-11"	16.265000000000000	-61.551000000000000	1	0	0
(null)	"Mayotte"	"France"	"2020-03-29"	-12.827500000000000	45.166244000000000	63	0	0
"Uvalde"	"Texas"	"US"	"2020-04-03"	36.278291050000000	-93.744088130000000	4	0	0
"Livingston"	"Missouri"	"US"	"2020-04-03"	40.479455880000000	0E-15	1	0	0
"Clark"	"Kentucky"	"US"	"2020-03-30"	38.970651420000000	0E-15	6	0	0
(null)	(null)	"Uzbekistan"	"2020-04-02"	41.377491000000000	64.585262000000000	205	2	25
"Loving"	"Texas"	"US"	"2020-03-24"	36.278291050000000	-93.744088130000000	0	0	0
"Gogebic"	"Michigan"	"US"	"2020-03-30"	47.631976530000000	0E-15	1	1	0
"Union"	"Arkansas"	"US"	"2020-04-03"	36.381771050000000	0E-15	10	0	0
"Sheridan"	"Montana"	"US"	"2020-03-22"	48.784200290000000	0E-15	0	0	0
"Fayette"	"Ohio"	"US"	"2020-03-29"	41.708603320000000	-80.748302180000000	1	0	0
"Onslow"	"North Carolina"	"US"	"2020-03-24"	36.493608620000000	0E-15	3	0	0
"Johnson"	"Nebraska"	"US"	"2020-03-22"	42.899727400000000	0E-15	0	0	0
(null)	(null)	"Mexico"	"2020-03-22"	23.634500000000000	-102.552800000000000	251	2	4
"Coffee"	"Tennessee"	"US"	"2020-03-24"	36.556065290000000	0E-15	0	0	0
(null)	(null)	"Portugal"	"2020-03-11"	39.399900000000000	-8.224500000000000	230	0	1
"Nevada"	"California"	"US"	"2020-03-30"	41.742282750000000	0E-15	17	0	0
"Black Hawk"	"Iowa"	"US"	"2020-03-29"	43.381078620000000	0E-15	6	0	0
"Meigs"	"Tennessee"	"US"	"2020-03-24"	36.556065290000000	0E-15	0	0	0
"Shiawassee"	"Michigan"	"US"	"2020-03-23"	47.631976530000000	0E-15	0	0	0
"Eddy"	"North Dakota"	"US"	"2020-03-27"	48.814938700000006	0E-15	0	0	0
(null)	(null)	"Seychelles"	"2020-03-25"	-4.679600000000000	55.492000000000000	7	0	0
"Chautauqua"	"New York"	"US"	"2020-03-25"	44.745309050000000	0E-15	2	0	0
"Lee"	"Kentucky"	"US"	"2020-03-24"	38.970651420000000	0E-15	0	0	0
"Conway"	"Arkansas"	"US"	"2020-03-29"	36.381771050000000	0E-15	1	0	0
"Buchanan"	"Virginia"	"US"	"2020-03-30"	39.201725820000000	0E-15	0	0	0
"Wayne"	"Tennessee"	"US"	"2020-04-02"	36.556065290000000	0E-15	2	0	0
"Bath"	"Kentucky"	"US"	"2020-03-29"	38.970651420000000	0E-15	0	0	0
"Switzerland"	"Indiana"	"US"	"2020-04-02"	41.644238680000000	0E-15	4	0	0
"Bennington"	"Vermont"	"US"	"2020-04-01"	44.856276050000000	0E-15	18	0	0
"Major"	"Oklahoma"	"US"	"2020-03-27"	36.835326550000000	0E-15	0	0	0
"Oconee"	"Georgia"	"US"	"2020-03-23"	34.913691880000000	0E-15	3	0	0
(null)	(null)	"Morocco"	"2020-03-22"	31.791700000000000	-7.092600000000000	115	4	3
"Howard"	"Arkansas"	"US"	"2020-04-02"	36.381771050000000	0E-15	1	0	0
"Fulton"	"Georgia"	"US"	"2020-03-30"	34.913691880000000	0E-15	463	14	0
"McHenry"	"Illinois"	"US"	"2020-03-25"	42.365423730000000	0E-15	19	0	0
"Trinity"	"California"	"US"	"2020-03-28"	41.742282750000000	0E-15	0	0	0
(null)	(null)	"Philippines"	"2020-03-25"	12.879721000000000	121.774017000000000	636	38	26
"Frio"	"Texas"	"US"	"2020-03-27"	36.278291050000000	-93.744088130000000	0	0	0
"Habersham"	"Georgia"	"US"	"2020-04-01"	34.913691880000000	0E-15	2	0	0
(null)	(null)	"Ghana"	"2020-04-02"	7.946500000000000	-1.023200000000000	204	5	31
"Craig"	"Virginia"	"US"	"2020-03-29"	39.201725820000000	0E-15	0	0	0
"Warren"	"Ohio"	"US"	"2020-03-29"	41.708603320000000	-80.748302180000000	20	0	0
"Le Sueur"	"Minnesota"	"US"	"2020-03-28"	48.777541060000000	0E-15	11	0	0
(null)	(null)	"Saint Vincent and the Grenadines"	"2020-03-22"	12.984300000000000	-61.287200000000000	1	0	0
(null)	"Charleston County, SC"	"US"	"2020-03-07"	32.795700000000000	-79.784800000000000	3	0	0
(null)	(null)	"Saint Kitts and Nevis"	"2020-03-27"	17.357822000000000	-62.782998000000000	2	0	0
"Lycoming"	"Pennsylvania"	"US"	"2020-03-29"	41.992538290000000	-75.032081060000000	3	0	0
"Pike"	"Missouri"	"US"	"2020-03-26"	40.479455880000000	0E-15	0	0	0
"Macon"	"Alabama"	"US"	"2020-03-22"	34.901718750000000	0E-15	0	0	0
"Roanoke City"	"Virginia"	"US"	"2020-04-03"	39.201725820000000	0E-15	4	0	0
"Darke"	"Ohio"	"US"	"2020-03-29"	41.708603320000000	-80.748302180000000	3	0	0
"Jasper"	"South Carolina"	"US"	"2020-04-03"	35.051222510000000	-78.995552930000000	8	0	0
"Randall"	"Texas"	"US"	"2020-03-28"	36.278291050000000	-93.744088130000000	3	0	0
"Sampson"	"North Carolina"	"US"	"2020-03-22"	36.493608620000000	0E-15	1	0	0
"Kalawao"	"Hawaii"	"US"	"2020-03-26"	22.039350370000000	0E-15	0	0	0
"St. Martin"	"Louisiana"	"US"	"2020-03-22"	32.831210590000000	0E-15	0	0	0
"Heard"	"Georgia"	"US"	"2020-04-03"	34.913691880000000	0E-15	2	1	0
"Harvey"	"Kansas"	"US"	"2020-03-30"	39.827996320000000	-94.763782250000000	1	0	0
"Atkinson"	"Georgia"	"US"	"2020-03-25"	34.913691880000000	0E-15	0	0	0
"Todd"	"Minnesota"	"US"	"2020-03-26"	48.777541060000000	0E-15	0	0	0
"Mesa"	"Colorado"	"US"	"2020-03-28"	40.875954120000000	0E-15	9	0	0
"Polk"	"Tennessee"	"US"	"2020-03-24"	36.556065290000000	0E-15	0	0	0
"Clinton"	"Michigan"	"US"	"2020-03-24"	47.631976530000000	0E-15	5	0	0
"Daviess"	"Kentucky"	"US"	"2020-03-23"	38.970651420000000	0E-15	11	0	0
"Montrose"	"Colorado"	"US"	"2020-03-25"	40.875954120000000	0E-15	3	0	0
"Franklin"	"Texas"	"US"	"2020-04-03"	36.278291050000000	-93.744088130000000	1	0	0
(null)	"Ningxia"	"China"	"2020-01-28"	37.269200000000000	106.165500000000000	11	0	0
"Kansas City"	"Missouri"	"US"	"2020-03-29"	40.479455880000000	0E-15	102	0	0
"Winnebago"	"Wisconsin"	"US"	"2020-04-01"	46.528687680000000	0E-15	19	0	0
"Colorado"	"Texas"	"US"	"2020-04-01"	36.278291050000000	-93.744088130000000	2	0	0
"Miller"	"Arkansas"	"US"	"2020-03-24"	36.381771050000000	0E-15	0	0	0
"Ripley"	"Missouri"	"US"	"2020-03-29"	40.479455880000000	0E-15	2	0	0
"Pawnee"	"Kansas"	"US"	"2020-03-22"	39.827996320000000	-94.763782250000000	0	0	0
"Ouray"	"Colorado"	"US"	"2020-03-30"	40.875954120000000	0E-15	0	0	0
"Seward"	"Kansas"	"US"	"2020-03-22"	39.827996320000000	-94.763782250000000	0	0	0
(null)	"Ningxia"	"China"	"2020-02-23"	37.269200000000000	106.165500000000000	71	0	56
"Columbia"	"Arkansas"	"US"	"2020-03-31"	36.381771050000000	0E-15	1	0	0
"Dyer"	"Tennessee"	"US"	"2020-03-25"	36.556065290000000	0E-15	2	0	0
"Bates"	"Missouri"	"US"	"2020-03-28"	40.479455880000000	0E-15	1	0	0
"Perry"	"Tennessee"	"US"	"2020-03-23"	36.556065290000000	0E-15	2	0	0
"Arapahoe"	"Colorado"	"US"	"2020-03-24"	40.875954120000000	0E-15	58	0	0
(null)	"Ningxia"	"China"	"2020-02-10"	37.269200000000000	106.165500000000000	49	0	13
"Hamilton"	"Indiana"	"US"	"2020-03-25"	41.644238680000000	0E-15	30	0	0
"Teton"	"Montana"	"US"	"2020-03-27"	48.784200290000000	0E-15	0	0	0
"Lucas"	"Ohio"	"US"	"2020-04-03"	41.708603320000000	-80.748302180000000	233	4	0
"Lincoln"	"Louisiana"	"US"	"2020-03-27"	32.831210590000000	0E-15	7	0	0
(null)	(null)	"Monaco"	"2020-03-31"	43.733300000000000	7.416700000000000	52	1	2
"McKinley"	"New Mexico"	"US"	"2020-03-31"	36.605697020000000	-103.346887599999990	16	0	0
"Richland"	"Illinois"	"US"	"2020-03-25"	42.365423730000000	0E-15	0	0	0
"Miami-Dade"	"Florida"	"US"	"2020-03-23"	30.867474790000000	0E-15	278	0	0
"Middlesex"	"Connecticut"	"US"	"2020-03-28"	41.858538030000000	0E-15	28	1	0
"Saguache"	"Colorado"	"US"	"2020-03-22"	40.875954120000000	0E-15	0	0	0
"Androscoggin"	"Maine"	"US"	"2020-04-01"	46.659263210000000	0E-15	11	0	0
"McPherson"	"Kansas"	"US"	"2020-03-27"	39.827996320000000	-94.763782250000000	1	0	0
"Gibson"	"Tennessee"	"US"	"2020-03-30"	36.556065290000000	0E-15	3	0	0
"Smith"	"Texas"	"US"	"2020-03-31"	36.278291050000000	-93.744088130000000	36	1	0
"Allegan"	"Michigan"	"US"	"2020-03-25"	47.631976530000000	0E-15	1	0	0
"Calvert"	"Maryland"	"US"	"2020-03-26"	39.623576280000000	0E-15	7	0	0
"Ventura"	"California"	"US"	"2020-03-22"	41.742282750000000	0E-15	25	0	0
"Jefferson"	"Missouri"	"US"	"2020-03-31"	40.479455880000000	0E-15	30	0	0
"Calhoun"	"Texas"	"US"	"2020-03-31"	36.278291050000000	-93.744088130000000	7	0	0
"Northumberland"	"Pennsylvania"	"US"	"2020-03-24"	41.992538290000000	-75.032081060000000	0	0	0
"Henry"	"Ohio"	"US"	"2020-03-28"	41.708603320000000	-80.748302180000000	0	0	0
"Scott"	"Indiana"	"US"	"2020-03-29"	41.644238680000000	0E-15	1	1	0
"Lac qui Parle"	"Minnesota"	"US"	"2020-04-03"	48.777541060000000	0E-15	1	0	0
(null)	"Xinjiang"	"China"	"2020-02-04"	41.112900000000000	85.240100000000000	29	0	0
(null)	"Macau"	"Macau"	"2020-01-27"	22.166700000000000	113.550000000000000	6	0	0
"Lee"	"Virginia"	"US"	"2020-03-26"	39.201725820000000	0E-15	2	0	0
"Butler"	"Pennsylvania"	"US"	"2020-04-01"	41.992538290000000	-75.032081060000000	64	2	0
"Chowan"	"North Carolina"	"US"	"2020-03-22"	36.493608620000000	0E-15	1	0	0
"Corson"	"South Dakota"	"US"	"2020-03-24"	45.770749150000000	-96.655782800000000	0	0	0
"Oscoda"	"Michigan"	"US"	"2020-03-26"	47.631976530000000	0E-15	0	0	0
"Orange"	"Vermont"	"US"	"2020-03-28"	44.856276050000000	0E-15	3	0	0
(null)	"Macau"	"Macau"	"2020-03-06"	22.166700000000000	113.550000000000000	40	0	40
"Prince William"	"Virginia"	"US"	"2020-04-01"	39.201725820000000	0E-15	106	1	0
"Rensselaer"	"New York"	"US"	"2020-03-25"	44.745309050000000	0E-15	33	0	0
"Schuyler"	"Illinois"	"US"	"2020-03-29"	42.365423730000000	0E-15	0	0	0
(null)	(null)	"Portugal"	"2020-03-24"	39.399900000000000	-8.224500000000000	2362	33	22
"Bullock"	"Alabama"	"US"	"2020-04-02"	34.901718750000000	0E-15	2	0	0
(null)	"Curacao"	"Netherlands"	"2020-03-25"	12.169600000000000	-68.990000000000000	6	1	0
"Bond"	"Illinois"	"US"	"2020-03-25"	42.365423730000000	0E-15	0	0	0
"Rusk"	"Texas"	"US"	"2020-04-01"	36.278291050000000	-93.744088130000000	5	0	0
"Neshoba"	"Mississippi"	"US"	"2020-03-22"	34.880844630000000	0E-15	0	0	0
"Walsh"	"North Dakota"	"US"	"2020-03-28"	48.814938700000006	0E-15	1	0	0
"Montague"	"Texas"	"US"	"2020-03-23"	36.278291050000000	-93.744088130000000	0	0	0
"Charlotte"	"Florida"	"US"	"2020-03-25"	30.867474790000000	0E-15	3	0	0
(null)	(null)	"Guinea"	"2020-03-30"	9.945600000000000	-9.696600000000000	22	0	0
"Putnam"	"Indiana"	"US"	"2020-03-28"	41.644238680000000	0E-15	5	1	0
"Williams"	"Ohio"	"US"	"2020-03-29"	41.708603320000000	-80.748302180000000	0	0	0
"East Feliciana"	"Louisiana"	"US"	"2020-03-24"	32.831210590000000	0E-15	0	0	0
(null)	"Xinjiang"	"China"	"2020-03-01"	41.112900000000000	85.240100000000000	76	3	64
(null)	"Manatee County, FL"	"US"	"2020-03-09"	27.479900000000000	-82.345200000000000	2	0	0
(null)	(null)	"Mauritania"	"2020-03-30"	21.007900000000000	10.940800000000000	5	1	2
"Greensville"	"Virginia"	"US"	"2020-04-01"	39.201725820000000	0E-15	3	0	0
"Carson City"	"Nevada"	"US"	"2020-04-01"	41.406921860000000	0E-15	5	0	0
"Henrico"	"Virginia"	"US"	"2020-03-24"	39.201725820000000	0E-15	14	2	0
"Rolette"	"North Dakota"	"US"	"2020-04-02"	48.814938700000006	0E-15	0	0	0
"Grayson"	"Texas"	"US"	"2020-04-03"	36.278291050000000	-93.744088130000000	12	0	0
"Grant"	"Louisiana"	"US"	"2020-03-27"	32.831210590000000	0E-15	1	0	0
"Miami"	"Indiana"	"US"	"2020-04-03"	41.644238680000000	0E-15	5	0	0
"Alameda"	"California"	"US"	"2020-03-30"	41.742282750000000	0E-15	283	7	0
"Denver"	"Colorado"	"US"	"2020-03-23"	40.875954120000000	0E-15	148	0	0
"Milwaukee"	"Wisconsin"	"US"	"2020-04-01"	46.528687680000000	0E-15	780	12	0
"Pleasants"	"West Virginia"	"US"	"2020-04-03"	40.519438590000000	-77.860141470000000	1	0	0
"Spokane"	"Washington"	"US"	"2020-03-31"	48.822279760000000	0E-15	136	4	0
(null)	"Recovered"	"Canada"	"2020-04-02"	0E-15	0E-15	0	0	1735
(null)	(null)	"North Macedonia"	"2020-03-17"	41.608600000000000	21.745300000000000	26	0	1
"Clearwater"	"Minnesota"	"US"	"2020-03-31"	48.777541060000000	0E-15	2	0	0
"Dakota"	"Nebraska"	"US"	"2020-03-29"	42.899727400000000	0E-15	0	0	0
"Hernando"	"Florida"	"US"	"2020-03-26"	30.867474790000000	0E-15	9	0	0
"Bryan"	"Oklahoma"	"US"	"2020-03-31"	36.835326550000000	0E-15	1	0	0
"Perry"	"Kentucky"	"US"	"2020-03-22"	38.970651420000000	0E-15	0	0	0
"Ward"	"North Dakota"	"US"	"2020-03-25"	48.814938700000006	0E-15	3	0	0
"Wilson"	"Tennessee"	"US"	"2020-03-27"	36.556065290000000	0E-15	20	0	0
(null)	(null)	"Equatorial Guinea"	"2020-04-02"	1.650800000000000	10.267900000000000	15	0	1
"Washington"	"Utah"	"US"	"2020-03-27"	41.723305870000000	0E-15	9	0	0
"Okanogan"	"Washington"	"US"	"2020-03-25"	48.822279760000000	0E-15	0	0	0
"Jackson"	"Colorado"	"US"	"2020-03-27"	40.875954120000000	0E-15	0	0	0
(null)	"Unassigned Location, VT"	"US"	"2020-03-08"	44.337800000000000	-72.756300000000000	1	0	0
"Cameron"	"Pennsylvania"	"US"	"2020-04-03"	41.992538290000000	-75.032081060000000	1	0	0
"Pontotoc"	"Oklahoma"	"US"	"2020-03-28"	36.835326550000000	0E-15	3	0	0
"Taylor"	"Iowa"	"US"	"2020-03-28"	43.381078620000000	0E-15	1	0	0
"Powell"	"Montana"	"US"	"2020-03-26"	48.784200290000000	0E-15	0	0	0
"Somerset"	"New Jersey"	"US"	"2020-03-24"	41.138915920000000	0E-15	102	1	0
"Peoria"	"Illinois"	"US"	"2020-03-26"	42.365423730000000	0E-15	4	0	0
(null)	(null)	"Bulgaria"	"2020-03-24"	42.733900000000000	25.485800000000000	218	3	3
"Lenawee"	"Michigan"	"US"	"2020-04-03"	47.631976530000000	0E-15	24	0	0
"Andrews"	"Texas"	"US"	"2020-03-30"	36.278291050000000	-93.744088130000000	0	0	0
"Cameron"	"Louisiana"	"US"	"2020-03-29"	32.831210590000000	0E-15	0	0	0
"Cumberland"	"Tennessee"	"US"	"2020-03-23"	36.556065290000000	0E-15	2	0	0
"Morgan"	"Tennessee"	"US"	"2020-04-02"	36.556065290000000	0E-15	1	0	0
(null)	(null)	"Suriname"	"2020-03-29"	3.919300000000000	-56.027800000000000	8	0	0
"DuPage"	"Illinois"	"US"	"2020-03-24"	42.365423730000000	0E-15	103	0	0
"Baltimore City"	"Maryland"	"US"	"2020-03-31"	39.623576280000000	0E-15	187	2	0
"Taney"	"Missouri"	"US"	"2020-03-28"	40.479455880000000	0E-15	2	0	0
"Eureka"	"Nevada"	"US"	"2020-03-25"	41.406921860000000	0E-15	0	0	0
"Poinsett"	"Arkansas"	"US"	"2020-03-28"	36.381771050000000	0E-15	3	0	0
(null)	(null)	"Taiwan*"	"2020-03-30"	23.700000000000000	121.000000000000000	306	5	39
"Pittsylvania"	"Virginia"	"US"	"2020-03-27"	39.201725820000000	0E-15	1	0	0
(null)	(null)	"Benin"	"2020-03-16"	9.307700000000000	2.315800000000000	2	0	0
"Osborne"	"Kansas"	"US"	"2020-03-22"	39.827996320000000	-94.763782250000000	0	0	0
"Rosebud"	"Montana"	"US"	"2020-03-26"	48.784200290000000	0E-15	0	0	0
"Randolph"	"Alabama"	"US"	"2020-03-27"	34.901718750000000	0E-15	1	0	0
(null)	"Gansu"	"China"	"2020-02-20"	36.061100000000000	103.834300000000000	91	2	71
"Kent"	"Rhode Island"	"US"	"2020-03-23"	41.870647460000000	0E-15	7	0	0
(null)	"Gansu"	"China"	"2020-01-25"	36.061100000000000	103.834300000000000	4	0	0
(null)	(null)	"Japan"	"2020-03-08"	36.204800000000000	138.252900000000000	502	6	76
